Body_Level,Gender,Age,Height,Weight,H_Cal_Consump,Veg_Consump,Water_Consump,Smoking,Meal_Count,Fam_Hist,H_Cal_Burn,Phys_Act,Time_E_Dev,Alcohol_Consump_Always,Alcohol_Consump_Frequently,Alcohol_Consump_Sometimes,Alcohol_Consump_no,Food_Between_Meals_Always,Food_Between_Meals_Frequently,Food_Between_Meals_Sometimes,Food_Between_Meals_no,Transport_Automobile,Transport_Bike,Transport_Motorbike,Transport_Public_Transportation,Transport_Walking,BMI
3,0,0.27045376954970196,-0.7833219418668635,0.6981399744188261,1,1.0694867403021142,0.9099276950733403,0,0.4021545297228099,1,0,-1.0228481584356128,-0.382194579128594,0,0,1,0,0,0,1,0,0,0,0,1,0,1.2391125930903542
0,0,-0.13386202406048106,-1.1111218569235226,-1.5968287725829613,0,0.3195778456154442,-0.14241015186665096,0,-1.0119710032072349,0,0,-0.7175226221718158,-1.0755002914189622,0,0,0,1,0,1,0,0,0,0,0,1,0,-1.5219655241333532
0,1,-1.0960854744453261,1.1108198312207893,-1.039186451939875,1,0.005670152663836303,-0.008257040986224574,0,1.6672040921207558,1,0,1.1566978590383392,-1.010689762819559,0,0,0,1,0,0,1,0,1,0,0,0,0,-1.4404473339336967
3,1,1.0292522648121287,-0.3500705791384347,0.5330043295189612,1,0.98678987171176,-1.6209068327882432,0,-0.3844393726310467,1,0,0.8467912083118616,-0.4233734798936267,0,0,0,1,0,0,1,0,0,0,0,1,0,0.8043179340175343
3,0,-0.2350286176506657,-0.9351263710467924,-0.1486950874687641,1,1.003660402912553,1.5681339328969175,0,-2.127944595073082,1,0,-0.332711375419588,2.2303160105143887,0,0,1,0,0,0,1,0,0,0,0,1,0,0.25955670520819457
3,0,-0.30025752022277524,-0.48585332113952884,1.319516536329259,1,1.0694867403021142,-1.0604158837993254,0,0.4021545297228099,1,0,-0.6632549462727282,-0.5499746739006174,0,0,1,0,0,0,1,0,0,0,0,1,0,1.8163030293167717
3,0,-0.3861316106131001,0.7293218999664693,1.8051838045259654,1,1.0694867403021142,1.3231933939694844,0,0.4021545297228099,1,0,0.44529660596925713,0.46000509940085244,0,0,1,0,0,0,1,0,0,0,0,1,0,1.6305383357247691
2,1,2.2994631194198023,0.8374788568188339,-0.03252984088816891,1,0.888042040439306,1.223517122987993,0,-1.969842495913274,1,0,-0.19857317068097854,0.5760574335883737,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.3323793526721955
3,1,-0.6125018860141651,1.4274383841170222,0.7124360484275131,1,-0.780555062614079,1.2713886320576364,0,0.4021545297228099,1,0,1.4164680068717495,-0.7401219217715218,0,0,0,1,0,0,1,0,0,0,0,1,0,0.19031955370668102
2,1,-0.522641521629376,-0.2581255405791614,-0.23459688659229103,1,-0.780555062614079,-0.008257040986224574,0,0.3537107217803429,1,0,0.7559610528332678,0.7670228709940067,0,0,0,1,0,0,1,0,0,0,0,1,0,-0.1379495459671276
1,0,-0.520558603686323,-1.6021929099919257,-1.0865231611475858,1,-0.780555062614079,-1.6209068327882432,0,-2.127944595073082,0,0,-0.02735860585709835,-1.0755002914189622,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.6918449837325322
3,1,0.1975957805452776,0.9030663176577827,1.099606701765952,1,-0.7937107098746163,0.21956360775143863,0,0.4021545297228099,1,0,0.11595722054091559,-1.0755002914189622,0,0,1,0,0,0,1,0,0,0,0,1,0,0.8076720970649846
3,1,0.9990293880775809,0.5114861373476516,1.2736391306934465,1,0.6225055404667444,0.2727439599356935,1,0.4021545297228099,1,0,0.06680230045724633,1.169418401622391,0,0,1,0,0,0,1,0,1,0,0,0,0,1.187409391082533
3,1,1.1144976512752403,-0.3783938783727852,0.12167421748429522,1,-0.27334020175936413,-1.0433008315589307,0,-2.0652816300492622,1,0,0.5438432574295744,-1.0755002914189622,0,0,1,0,0,0,1,0,1,0,0,0,0,0.332361552387747
2,1,1.1289701815373177,1.5544070844907103,0.47422932216664526,1,0.6241557777549455,0.8780826996346255,0,-0.11326461348498547,1,0,0.4785093898095741,-0.21698806234762563,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.08892896981927796
2,1,-0.5395176499705062,-0.2882560353989888,-0.24904621888141307,1,-0.780555062614079,-0.008257040986224574,0,0.4021545297228099,1,0,0.7616847817845723,1.3099965869539556,0,0,0,1,0,0,1,0,0,0,0,1,0,-0.1426973401245993
3,1,2.040262127441162,0.03460843908213253,0.8148338592856593,1,0.2365646198767915,-1.6209068327882432,0,1.6487875005913666,1,0,1.1289696247434178,-1.0755002914189622,0,0,0,1,0,0,1,0,0,0,0,1,0,0.9319221220640164
2,0,1.1019194594189137,-0.09006691952519308,-0.5563477621156718,1,0.35867847912007733,-0.3762943638214894,0,0.4021545297228099,1,0,-0.31221654206871285,0.059269088556038546,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.5730701669139695
1,0,-0.520558603686323,-0.7567212910560962,-1.0103888936688428,1,1.0694867403021142,-0.008257040986224574,1,0.4021545297228099,1,0,1.1566978590383392,-1.0755002914189622,0,0,1,0,1,0,0,0,0,0,0,1,0,-0.8865910697541952
3,1,0.259348459817774,0.748736042016282,0.7026321246028742,1,1.0694867403021142,0.06442347248050029,0,0.4021545297228099,1,0,0.8321846877609116,1.601543138254062,0,0,1,0,0,0,1,0,0,0,0,1,0,0.4676790262869295
3,1,-0.0733650123950041,0.8666793328578309,1.3087193267839585,1,0.31335985511584297,0.4930028937995971,0,0.34702619989263206,1,0,0.5471929531687636,-0.6096859808542886,0,0,1,0,0,0,1,0,0,0,0,1,0,1.04085015985773
3,1,-0.9951715331379196,0.8698181462431301,0.8628039294645262,1,-0.780555062614079,0.6987254024401965,0,-1.0300890430398981,1,0,-0.02735860585709835,0.25063618264235654,0,0,0,1,0,0,1,0,0,0,0,1,0,0.5794003215257069
3,1,0.13394638980238285,0.7444664103406575,1.0478224570549357,1,-1.4754936652107005,0.12352708735004474,0,0.4021545297228099,1,0,0.6107554723172804,-0.4856302653997866,0,0,1,0,0,0,1,0,0,0,0,1,0,0.8303565675128154
2,1,-0.4095556571332541,2.0552433347578214,0.1515898074732528,1,0.010687466033344696,1.4045789910123567,0,1.307052072003435,1,0,0.938556768397723,-0.37059281681695894,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.5621041660614373
3,1,0.4012917396504119,-0.29924716644515387,0.13162511851230183,1,-0.780555062614079,1.604392750815794,0,0.4021545297228099,1,0,-0.16360206299029184,-0.8733826827187571,0,0,1,0,0,0,1,0,1,0,0,0,0,0.3079410464382304
3,1,0.8431775763473636,0.9123770738613126,0.9895200151008601,1,-0.765301467949035,0.05646988370733319,0,0.4021545297228099,1,0,-1.2114150707525357,-0.29166479970014914,0,0,1,0,0,0,1,0,1,0,0,0,0,0.6902024939361098
2,1,-1.0631853061757415,-0.016933624487243292,-0.12726816376661662,0,-0.6004109421387203,-0.752291726029089,0,-0.1708041277810932,1,0,-0.02735860585709835,0.18384712298624595,0,0,0,1,0,0,1,0,0,0,0,1,0,-0.11127429578769682
3,1,1.4054439200617985,0.5130713966331573,1.2089092054760129,1,-0.37613777453840175,0.16000200034102283,0,0.4021545297228099,1,0,-0.30441953024737645,-0.6422433127038791,0,0,1,0,0,0,1,0,1,0,0,0,0,1.1172149603399864
3,0,-0.09899015547764517,0.3935005729251569,1.7865039574629866,1,1.0694867403021142,1.3842870186821121,0,0.4021545297228099,1,0,0.003962055752315668,0.10490257678792665,0,0,1,0,0,0,1,0,0,0,0,1,0,1.8071577508890004
2,1,1.2579089088986724,0.5956211318270046,0.051913263737599004,1,-0.780555062614079,-0.24200417770875998,0,-1.1214964642205243,1,0,0.07159536102714313,-0.714217545229572,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.15424768908189518
1,1,-0.6787629135035219,-0.43966943395515923,-1.0103888936688428,1,-0.780555062614079,1.604392750815794,0,1.6672040921207558,0,0,-1.2114150707525357,-1.0755002914189622,0,0,0,1,0,1,0,0,0,0,0,1,0,-0.9876448469306344
2,0,0.5484575019544251,-2.073152306924895,-0.8622289063887135,0,-0.780555062614079,-1.1716580790876205,0,-2.127944595073082,1,0,-1.1864077982139443,-1.0755002914189622,0,0,0,1,0,0,1,0,0,0,0,1,0,-0.1858413688812986
3,0,-0.20414998405192536,-0.7071766541864563,-0.14900579141434478,1,-0.6678468158968185,0.37117042732853833,0,0.3179136143131685,1,0,-0.7607241063499908,-1.0712027302264489,0,0,0,1,0,0,1,0,0,0,0,1,0,0.15516792762761944
1,1,-0.6787629135035219,0.8285379944485886,-0.7058518237538709,0,-0.780555062614079,1.604392750815794,0,-2.127944595073082,0,1,1.1566978590383392,0.5774078595477135,0,0,0,1,0,1,0,0,0,0,0,1,0,-1.0266120191295618
1,0,-0.20414998405192536,-0.22830152922120125,-0.7439189574932424,1,-0.780555062614079,-1.6209068327882432,0,0.4021545297228099,1,0,-1.2114150707525357,-1.0755002914189622,0,0,1,0,0,1,0,0,0,0,0,1,0,-0.7421749426462905
3,1,0.24614362069026144,0.7517163294730319,1.1148294059441228,1,-0.07538572884733107,0.2662562698232738,0,0.4021545297228099,1,0,0.2225341429461538,2.0639177469565735,0,0,1,0,0,0,1,0,0,0,0,1,0,0.8968225486624025
3,1,-0.9951715331379196,0.8750600702805329,0.8325597820442638,1,-0.780555062614079,1.04931062922858,0,-0.26143480853040707,1,0,-0.02735860585709835,-0.7947059076408943,0,0,0,1,0,0,1,0,0,0,0,1,0,0.5458440230626259
3,1,-0.9951715331379196,0.8285379944485886,0.8168335258209887,0,-0.780555062614079,1.604392750815794,0,0.4021545297228099,1,0,-0.02735860585709835,-1.0755002914189622,0,0,0,1,0,0,1,0,0,0,0,1,0,0.5506197627647476
2,0,2.4853232828404552,-1.6021929099919257,-0.9342546261900999,0,1.0694867403021142,1.604392750815794,0,0.4021545297228099,1,0,-1.2114150707525357,-1.0755002914189622,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.4838407723796108
3,1,2.341177007993612,0.5114861373476516,1.2366798647472923,1,0.5190197521370211,0.00011906203239498266,0,0.4021545297228099,1,0,-0.8262261099880064,-0.38284086621562197,0,0,1,0,0,0,1,0,1,0,0,0,0,1.147802332130878
1,0,-0.9951715331379196,-0.8624052434230728,-1.2007245623657004,1,-0.780555062614079,-1.6209068327882432,0,0.4021545297228099,1,0,-0.02735860585709835,0.5774078595477135,0,0,0,1,0,1,0,0,0,0,0,1,0,-1.089673644977059
3,1,2.56469786557056,0.4583693828880083,0.9374940821577323,1,-0.23616361172976327,-0.2174338454808644,0,0.21359636234827103,1,0,-0.12561871565291113,-1.0755002914189622,0,0,0,1,0,0,1,0,1,0,0,0,0,0.8533448296624087
3,1,0.2704629453996712,1.5683256610174414,0.7026321246028742,1,1.0694867403021142,1.604392750815794,0,0.4021545297228099,1,0,1.1566978590383392,2.2303160105143887,0,0,1,0,0,1,0,0,0,0,0,1,0,0.12493999740732578
3,1,-0.520558603686323,1.5683256610174414,1.463974799390304,1,1.0694867403021142,-1.6209068327882432,0,-2.127944595073082,1,0,-1.2114150707525357,-1.0755002914189622,0,0,1,0,1,0,0,0,0,0,0,1,0,0.8550059108848902
1,0,0.2704629453996712,-0.5453533863221383,-1.0103888936688428,0,1.0694867403021142,-0.008257040986224574,0,1.6672040921207558,0,0,1.1566978590383392,-1.0755002914189622,0,0,0,1,1,0,0,0,0,0,0,0,1,-0.9545720661163174
0,0,-0.6865774153869425,-1.8438604038694961,-1.6955973009775296,0,0.5612469562885835,-1.6209068327882432,0,-1.7992809236134086,0,0,0.4162718298452753,-1.0755002914189622,0,0,1,0,0,1,0,0,0,0,0,1,0,-1.4579652055799843
2,0,-0.520558603686323,0.5492998555045575,-0.3259734247559473,1,-0.2744798275099604,-0.5752582571846472,0,-0.36943714987056914,1,0,-0.17578837212699577,0.747154915019387,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.5397689666842213
1,0,-0.3623542938691242,-0.5453533863221383,-1.0865231611475858,1,1.0694867403021142,-0.008257040986224574,0,1.6672040921207558,1,0,-0.02735860585709835,-1.0755002914189622,0,0,1,0,0,1,0,0,0,0,0,1,0,-1.0463498655241033
0,0,-0.9951715331379196,-0.016933624487243292,-1.3910602310625577,0,-0.780555062614079,-0.008257040986224574,0,0.4021545297228099,0,0,-1.2114150707525357,0.5774078595477135,0,0,1,0,0,0,1,0,0,0,0,0,1,-1.5464436012244855
1,1,1.3778931141200632,0.6171700897146306,-0.7629525243629282,0,-0.780555062614079,-0.008257040986224574,0,0.4021545297228099,0,0,2.3407543239337767,0.5774078595477135,0,0,1,0,0,0,1,0,1,0,0,0,0,-1.0258253381174793
3,0,-0.22825747319048964,-0.34311657507268695,-0.03707376237410271,1,-0.6420923839584224,0.6823940979986178,0,-1.1489024979403133,1,0,-1.16986534534289,0.5774078595477135,0,0,0,1,0,0,1,0,0,0,0,1,0,0.12921429389217345
3,1,-0.8797510476418254,1.6257437523384213,1.0024215757992727,1,-0.780555062614079,0.9175216629429354,0,-0.3225455577411645,1,0,-0.02735860585709835,2.2303160105143887,0,0,1,0,0,0,1,0,0,0,0,1,0,0.38831921875139475
3,0,0.0043011219933844005,-1.2137938166480418,-0.2829629310963144,1,-0.780555062614079,-0.008257040986224574,0,-2.127944595073082,1,0,-0.20207087347827968,-1.0755002914189622,0,0,0,1,0,0,1,0,0,0,0,1,0,0.21749492255291028
2,0,-0.4140633725328757,-2.1306126718268206,-0.8713551590985242,0,-0.780555062614079,-0.008257040986224574,0,-1.527253521062291,1,0,-0.8859913600536036,-0.0607766717242182,0,0,0,1,0,0,1,0,0,0,0,1,0,-0.17357422973009015
3,0,-0.47590733569213656,0.5003998907443548,1.7937345049797104,1,1.0694867403021142,0.3916462417350481,0,0.4021545297228099,1,0,0.6948424262282951,0.32820881507537353,0,0,1,0,0,0,1,0,0,0,0,1,0,1.751307692748723
3,0,0.25807206744616856,-0.9527438859063664,0.602254764935079,1,1.0694867403021142,-1.5697842217383273,0,0.4021545297228099,1,0,-1.170387514243909,0.4325221955747294,0,0,1,0,0,0,1,0,0,0,0,1,0,1.216846607017109
2,0,-0.8606241465849257,-1.6016327850443821,-0.517350990903251,0,1.0694867403021142,-0.008257040986224574,0,0.4033866879965853,1,0,1.4814229764229832,0.5774078595477135,0,0,1,0,0,0,1,0,0,0,0,1,0,0.08540494013332174
3,1,-0.16660778492368447,0.627823032113221,0.4296658036518478,1,-0.780555062614079,1.586284306303649,0,0.4021545297228099,1,0,1.6657509665955803,2.1940231062436135,0,0,0,1,0,0,1,0,0,0,0,1,0,0.233235349841312
1,0,-1.1533758429551184,-1.0737731481570307,-1.2768588298444432,1,-2.6305968655302725,-1.6209068327882432,0,0.4021545297228099,0,0,1.1566978590383392,2.2303160105143887,0,0,1,0,0,0,1,0,0,0,0,0,1,-1.1214122747077175
3,0,2.610230173366119,-1.604856145591575,-0.24904621888141307,1,-0.780555062614079,-0.5120310967974654,0,-2.0025136659117635,1,0,1.0082905898412748,-1.0755002914189622,0,0,1,0,0,0,1,0,1,0,0,0,0,0.4535312070190375
3,1,2.13179297113331,0.6550260814524822,1.1922359912338374,1,-0.5120880964256986,0.05323007027560269,0,0.26071313329978246,1,0,-0.20219164723769908,-1.0755002914189622,0,0,1,0,0,0,1,0,1,0,0,0,0,1.0264020070652566
3,0,0.11225863558247236,-0.7567212910560962,0.2458265197304163,0,1.0694867403021142,-1.6209068327882432,0,1.6672040921207558,0,0,1.1566978590383392,-1.0755002914189622,0,0,0,1,1,0,0,0,0,0,0,1,0,0.6651321684734355
3,1,-0.20791714507729242,1.3117038878799419,1.320724939422681,1,-0.04556305498432219,-0.03410297919943555,0,0.26669302258123806,1,0,0.9905356631501676,-1.0712027302264489,0,0,1,0,0,0,1,0,0,0,0,1,0,0.8361430478065883
0,1,-0.9951715331379196,0.8448450282988141,-1.3579530925808914,1,-0.6826286499021188,-0.008257040986224574,0,0.4021545297228099,0,0,-0.595222613969231,0.5774078595477135,0,0,1,0,0,0,1,0,0,0,0,1,0,-1.705546212881381
3,1,0.1932668360157494,-0.431626885180032,0.676802165876762,1,0.6050725965578653,-0.8970286574931122,0,-1.8579438019209262,1,0,-1.0592069803031572,0.9725157181384858,0,0,0,1,0,0,1,0,0,0,0,1,0,1.0174542340049084
2,0,-0.11143308264907723,-0.011659995264130757,-0.20684503248507966,1,-0.7014435750377764,-0.7784166526562817,0,0.3735644096126161,1,0,-0.6177090302940602,0.6255653385261274,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.20369970797313552
3,1,1.1518811714807342,0.696274528061314,1.2796556031138206,1,0.28675255390630167,0.1210565078690039,0,0.4021545297228099,1,0,0.023176924064638983,-0.45287789038838194,0,0,1,0,0,0,1,0,1,0,0,0,0,1.097354353878627
1,0,-0.9951715331379196,-1.3908250052579678,-1.3910602310625577,1,-0.780555062614079,-1.6209068327882432,0,0.4021545297228099,0,0,-1.2114150707525357,0.5774078595477135,0,0,1,0,0,0,1,0,0,0,0,1,0,-1.1736748534971913
3,0,2.5965046838549974,-1.619070637184933,-0.24904621888141307,1,-0.780555062614079,-1.0949169134451378,0,0.4021545297228099,1,0,-1.2114150707525357,-1.0755002914189622,0,0,1,0,0,0,1,0,1,0,0,0,0,0.46076390296018427
1,1,-1.1533758429551184,-0.12261757685422227,-1.0103888936688428,0,-0.780555062614079,1.604392750815794,0,0.4021545297228099,0,0,1.1566978590383392,0.5774078595477135,0,0,1,0,0,0,1,0,0,0,0,0,1,-1.0833649725364023
3,0,0.2704629453996712,-0.9657113068617956,0.700210331621509,1,1.0694867403021142,-1.101627149228826,0,0.4021545297228099,1,0,-1.2114150707525357,-0.1831348505076772,0,0,1,0,0,0,1,0,0,0,0,1,0,1.348343324887966
2,1,-0.5158705353735099,-0.9989277730907383,-0.716426036029726,1,-0.780555062614079,1.604392750815794,0,1.2765896785408923,1,0,0.24276729981828704,-0.5214454792149326,0,0,1,0,0,0,0,1,0,0,0,1,0,-0.4320058795361048
2,1,-0.5006508061561661,-0.6712758155673925,-0.6297175562751279,1,-0.780555062614079,0.17875711741968,0,-2.127944595073082,0,0,-0.299056938517865,-1.0755002914189622,0,0,1,0,0,0,0,1,0,0,0,1,0,-0.44878338684083613
3,1,-0.218881020156244,1.2465180260599897,1.3031578708131712,1,0.3974017040969163,-0.06052140808873605,0,0.15716629651838632,1,0,0.5947257158955263,-0.5538507435146341,0,0,1,0,0,0,1,0,0,0,0,1,0,0.8495886208738523
3,0,-0.6797809582371955,0.9641622105211313,2.508370595824217,1,1.0694867403021142,0.5806633111823707,0,0.4021545297228099,1,0,0.2758960156495967,0.18086031795744917,0,0,1,0,0,0,1,0,0,0,0,1,0,2.2170120041935752
2,1,-0.6787629135035219,1.3569577562834836,-0.058710550184555614,0,1.0694867403021142,1.604392750815794,0,0.4021545297228099,1,1,2.3407543239337767,-1.0755002914189622,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.5369349824096986
3,0,-0.27944954016975876,0.5348000172398064,1.7947535240827797,1,1.0694867403021142,0.07913728918090247,0,0.4021545297228099,1,0,0.46308823841077595,-0.0072455883470113995,0,0,1,0,0,0,1,0,0,0,0,1,0,1.7321330991468706
2,1,0.99078251381543,0.8332726355146293,0.0719341017208155,1,-0.780555062614079,-0.3448396296323912,0,-1.9018701178760697,1,0,-0.15362401916061802,-0.6186959831852079,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.22271840117270006
1,1,-0.8369672233207208,0.8285379944485886,-0.858120358711357,1,-0.780555062614079,-1.6209068327882432,0,0.4021545297228099,0,0,-0.02735860585709835,-1.0755002914189622,0,0,0,1,0,0,1,0,0,0,0,1,0,-1.184335197318993
0,1,-0.7105534367440485,0.4449263841469292,-1.2034833256149262,1,-0.780555062614079,1.358083072215121,0,0.7680827661420399,1,0,0.7787991339281709,2.2303160105143887,0,0,1,0,0,0,1,0,0,0,0,1,0,-1.450960591541538
2,1,-0.7077223706198699,1.1133245408918873,-0.055680825077372834,1,-0.780555062614079,0.4627544216547661,0,0.4021545297228099,1,0,0.05294055142271555,-0.7504063162868365,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.4524631088619709
2,0,2.045224363822889,-1.13830376947231,-0.8839820654270075,1,-0.08745540156955667,-0.008257040986224574,0,0.4021545297228099,1,0,2.213967925785703,-0.280760564628222,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.5940259792616343
3,0,-0.4199443013417103,0.49146959676934515,1.778372513159186,1,1.0694867403021142,-0.11926701470450018,0,0.4021545297228099,1,0,0.6383333314411603,0.45602654948147553,0,0,1,0,0,0,1,0,0,0,0,1,0,1.740088490912112
1,0,-0.8369672233207208,-0.016933624487243292,-0.858120358711357,1,1.0694867403021142,1.604392750815794,0,0.4021545297228099,1,1,2.3407543239337767,0.5774078595477135,0,0,0,1,0,0,0,1,0,0,0,1,0,-0.9412341160293729
2,1,-0.8369672233207208,0.8285379944485886,-0.21097908514204158,0,-2.6305968655302725,-0.008257040986224574,0,0.4021545297228099,1,0,2.3407543239337767,-1.0755002914189622,0,0,0,1,0,0,1,0,0,1,0,0,0,-0.5140116900139117
2,0,0.8183510486206801,-0.44842006521114325,-0.5851789717329297,1,-0.780555062614079,-1.1666508014840753,0,0.4021545297228099,1,0,0.6946802104926044,-1.0755002914189622,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.4780015232287814
3,1,1.170609555881204,0.6773042586114413,1.276796456832924,1,0.7396742379708359,0.27118130228743736,0,0.4021545297228099,1,0,0.08696915016734562,-0.690607405201164,0,0,1,0,0,0,1,0,1,0,0,0,0,1.1041196063921361
3,0,0.2704629453996712,-0.5649788962766862,0.9672030056776186,1,1.0694867403021142,1.2599581703333438,0,0.4021545297228099,1,0,-1.2114150707525357,-0.9438081403069943,0,0,1,0,0,0,1,0,0,0,0,1,0,1.4409445317440992
1,1,-0.9951715331379196,1.2512738039165046,-0.24904621888141307,1,-0.780555062614079,-0.008257040986224574,0,0.4021545297228099,1,0,2.3407543239337767,2.2303160105143887,0,0,0,1,0,0,1,0,0,0,0,0,1,-0.6905765122105754
1,0,-0.520558603686323,-1.6021929099919257,-1.4291273648019291,1,-0.780555062614079,1.604392750815794,0,0.4021545297228099,1,0,2.3407543239337767,0.5774078595477135,0,0,1,0,0,0,1,0,0,0,0,1,0,-1.1598544592766045
3,0,-0.5172932667316961,-0.5453533863221383,0.06041814662338172,1,0.8292625122770524,1.604392750815794,0,-2.126195031528286,1,0,0.35456827934664403,0.5774078595477135,0,0,0,1,0,0,1,0,0,0,0,1,0,0.3362568471036542
3,1,2.158796548367389,0.8914939248735978,0.4818156070481633,1,-0.6970071747943836,1.373011371337832,0,-1.0216182711700814,1,0,1.1629567815117763,-0.9012705490418668,0,0,1,0,0,0,1,0,1,0,0,0,0,0.1775507731452783
3,1,1.1989529654151239,0.5114861373476516,1.2014218570750836,1,-0.5230366438153564,0.0698435884307475,0,0.4021545297228099,1,0,-0.7756515062029276,-0.4788235896341059,0,0,1,0,0,0,1,0,1,0,0,0,0,1.110018411031753
2,1,-0.9929039907653097,0.5223610160462132,-0.24904621888141307,1,-0.780555062614079,0.18991181602957466,0,0.1560214266644157,1,0,-1.1573617090735941,-1.047028948518561,0,1,0,0,0,0,1,0,0,0,0,1,0,-0.448196966966171
2,1,-0.34852897743850875,0.8944636439351097,0.12410655506170608,1,-1.3019782445151906,-0.008257040986224574,0,-1.329465552080497,1,0,-1.2114150707525357,-0.5695054366124396,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.19161129220086362
2,1,-0.7120979854207943,1.2580692820537007,-0.058710550184555614,1,1.0694867403021142,1.216140862840291,0,0.4021545297228099,1,0,0.8764044604988964,-0.3262138858716546,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.5042574930229058
2,1,1.728659438330392,1.2847544800263617,0.1936843297608484,1,-0.780555062614079,-1.1516596090194835,0,0.3955762719983407,1,0,-0.1741934480687815,0.33616591491412706,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.2639225766295355
3,1,0.9746578559459318,0.6017296642738157,0.9672144258177403,1,-2.5049623767360365,-0.03310797427789356,0,1.2325343275303837,1,0,-1.147194216209537,-1.0755002914189622,0,0,1,0,0,0,1,0,1,0,0,0,0,0.8147881550726132
3,0,-0.8152149217424048,0.15766683321824262,1.564560500481055,1,1.0694867403021142,-1.1148024980278486,0,0.4021545297228099,1,0,-0.1311600999086218,0.09392230794105492,0,0,1,0,0,0,1,0,0,0,0,1,0,1.7042709835732464
1,0,-0.6787629135035219,-0.9680891957900518,-0.858120358711357,0,1.0694867403021142,-0.008257040986224574,0,0.4021545297228099,1,1,-1.2114150707525357,0.5774078595477135,0,1,0,0,1,0,0,0,0,0,0,1,0,-0.6232712408940463
0,0,-0.9189059815043426,-0.016933624487243292,-1.3910602310625577,1,-1.5350335605539525,-1.4815884046246748,0,1.0789762863987096,0,0,-0.47858713189470586,0.5774078595477135,0,0,1,0,0,0,1,0,0,0,0,1,0,-1.5464436012244855
3,1,0.22248527358726844,1.1952190355810592,0.8000699021361816,1,0.9237496972773914,1.3938435813483303,0,0.4021545297228099,1,0,-0.9962092560883953,-0.8547990363774389,0,0,1,0,0,0,1,0,0,0,0,1,0,0.372628589211595
2,0,-0.6166416181891514,-1.8639297864239863,-0.8116689768330227,0,0.05383044087735034,-0.008257040986224574,0,0.4021545297228099,1,0,1.3665635790458008,1.1127467927583474,0,0,0,1,0,0,1,0,0,0,0,1,0,-0.20535051473748514
3,0,-0.8091011161895193,-0.37420879385905215,1.4565847505832124,1,1.0694867403021142,-1.2518712797318527,0,0.4021545297228099,1,0,-0.27298756733026225,-0.018364701478564106,0,0,1,0,0,0,1,0,0,0,0,1,0,1.9085117324157357
0,1,-0.5071705639680427,0.9053068174479614,-1.0642483301085275,1,0.20039815267158276,0.6173623824944099,0,0.7175819876111139,1,0,1.1286842671353778,1.6890018143380106,0,0,0,1,0,0,1,0,1,0,0,0,0,-1.4165866375427576
3,1,-0.04476104036281553,-0.8871881302531298,0.5481312187215102,1,0.830860948394772,-1.5941610359912066,0,-1.072296156639743,1,0,-0.9317788235511102,0.5359843283763376,0,0,0,1,0,0,1,0,0,0,0,1,0,1.111270790744247
3,0,0.02519168469612604,-0.7032240743679302,1.017728560611543,1,1.0694867403021142,0.9239158193674304,0,0.4021545297228099,1,0,-1.015546082216603,-0.30987984752380193,0,0,1,0,0,0,1,0,0,0,0,1,0,1.5856840418328608
3,0,2.2393389953125644,-1.5384866235051116,-0.33720098324817105,1,-0.780555062614079,-0.9103265676763116,0,0.4021545297228099,1,0,-1.2114150707525357,-1.0755002914189622,0,0,1,0,0,0,1,0,1,0,0,0,0,0.3005172478838658
3,0,-0.26797339953561916,-0.5448038297698282,0.027798990729120718,1,0.8400630563224768,1.2459200538957071,0,-1.7586766278091217,1,0,-0.6989400400117468,0.5774078595477135,0,0,0,1,0,0,1,0,0,0,0,1,0,0.2966829228471411
3,1,1.6943017337544608,0.8285379944485886,0.7026321246028742,1,1.0694867403021142,1.604392750815794,0,-2.127944595073082,1,0,2.3407543239337767,0.5774078595477135,0,1,0,0,0,0,0,1,1,0,0,0,0,0.4323273791226735
2,0,1.5806605721308802,-0.2987610202642659,-0.3554177816963448,1,0.49584242843008686,-0.46210668454285847,0,-1.0709412885584153,1,0,-0.41294896176322743,0.09351238671961533,0,0,0,1,0,0,1,0,1,0,0,0,0,-0.2631373853156228
1,1,-0.20414998405192536,-0.016933624487243292,-0.6677846900144995,1,1.0694867403021142,-1.6209068327882432,0,-2.127944595073082,0,0,1.1566978590383392,0.5774078595477135,0,0,1,0,0,1,0,0,0,0,0,1,0,-0.7250878713168326
